CustomerId,Surname,Gender,Age,IsActiveMember,Tenure,HasCrCard,CreditScore,,,,
15614034,Alaniz,Male,42,1,0,1,617,,,,
15614049,Saunders,Male,41,0,9,1,595,,,,
15614054,Lin,Female,29,0,4,1,687,,,,
15614103,Pinto,Male,30,1,6,1,757,,,,
15614137,Streeter,Male,31,1,2,1,746,,,,
15614168,Shaw,Male,25,1,7,0,503,,,,
15614187,Chen,Male,48,0,1,0,543,,,,
15614213,Barclay,Female,40,0,3,1,428,,,,
15614215,Kodilinyechukwu,Female,28,1,3,0,768,,,,
15614220,Otitodilichukwu,Male,56,1,7,1,618,,,,
15614230,McKenzie,Female,31,1,7,0,591,,,,
15614302,Woods,Female,35,0,5,0,658,,,,
15614361,Hsing,Male,36,0,9,1,625,,,,
15614365,Wheare,Male,36,0,2,1,717,,,,
15614420,Yobachi,Male,44,1,8,1,667,,,,
15614491,Fang,Male,24,0,3,1,804,,,,
15614520,Pearson,Male,31,1,1,0,693,,,,
15614635,Brown,Male,36,0,8,1,729,,,,
15614643,L?,Male,54,0,3,0,484,,,,
15614687,Padovesi,Female,40,0,3,1,632,,,,
15614716,Soto,Male,23,0,6,1,536,,,,
15614740,Greco,Female,26,0,4,0,573,,,,
15614778,Giordano,Female,56,1,5,1,655,,,,
15614782,Bogle,Male,74,1,7,1,666,,,,
15614813,Grimmett,Male,30,0,5,1,726,,,,
15614818,Ayers,Male,39,0,3,1,523,,,,
15614827,Miller,Female,33,0,9,1,728,,,,
15614834,Webb,Male,30,0,3,1,701,,,,
15614847,Lombardi,Male,38,1,3,0,518,,,,
15614878,Wei,Male,37,1,7,0,739,,,,
15614893,Ross,Female,31,0,7,1,531,,,,
15614923,Jideofor,Male,44,0,3,1,452,,,,
15614929,King,Male,45,0,6,1,684,,,,
15614934,Nwokeocha,Male,39,0,6,0,728,,,,
15614936,Humphries,Male,39,0,9,1,783,,,,
15614962,Olisaemeka,Male,22,0,5,0,734,,,,
15615004,Yobanna,Male,34,1,3,1,648,,,,
15615012,Ch'iu,Male,52,1,1,1,688,,,,
15615016,Fleming,Male,35,0,9,0,680,,,,
15615020,Trevisan,Female,43,1,2,1,516,,,,
15615029,Aleksandrova,Female,37,0,10,1,680,,,,
15615032,Onwuamaeze,Male,53,0,8,1,604,,,,
15615050,Knox,Male,27,1,9,0,624,,,,
15615091,Chia,Male,21,1,10,0,623,,,,
15615096,Townsend,Male,51,1,5,1,624,,,,
15615126,Dike,Female,58,1,3,0,565,,,,
15615140,Moyes,Male,55,1,4,1,565,,,,
15615176,Beavers,Male,54,1,6,1,710,,,,
15615177,Tretiakova,Male,42,0,6,0,645,,,,
15615207,Fuller,Male,33,0,8,1,707,,,,
15615219,Dellucci,Female,36,0,1,1,655,,,,
15615245,Ritchie,Female,24,0,5,0,705,,,,
15615254,Aikenhead,Female,52,0,8,1,358,,,,
15615296,Douglas,Male,34,0,8,1,578,,,,
15615322,Kung,Female,40,0,5,1,800,,,,
15615330,MacDonald,Female,33,0,9,0,612,,,,
15615352,Okwudilichukwu,Female,48,1,8,1,681,,,,
15615430,Ni,Male,25,1,5,1,559,,,,
15615444,Simmons,Female,39,0,9,0,488,,,,
15615456,H?,Female,36,1,5,1,717,,,,
15615457,Hancock,Female,41,0,10,1,666,,,,
15615473,Cran,Male,26,0,4,1,582,,,,
15615477,McKay,Female,30,0,0,0,733,,,,
15615575,P'an,Male,41,0,4,0,693,,,,
15615624,Parkhill,Female,33,0,4,1,694,,,,
15615670,Golubova,Female,35,0,5,1,622,,,,
15615753,Nwankwo,Female,38,0,6,0,598,,,,
15615797,Johnson,Male,35,0,1,0,717,,,,
15615820,Mao,Male,37,0,5,1,494,,,,
15615828,Echezonachukwu,Male,33,1,8,1,644,,,,
15615832,McElyea,Female,30,1,9,1,554,,,,
15615896,Rosas,Female,69,1,1,0,476,,,,
15615931,Phillips,Male,28,0,6,1,667,,,,
15615938,Palerma,Female,40,0,4,1,748,,,,
15615991,Morris,Female,45,1,1,1,531,,,,
15616028,Pavlova,Female,47,0,9,1,719,,,,
15616029,Lu,Female,41,0,2,0,845,,,,
15616088,Yamamoto,Male,54,1,4,0,738,,,,
15616122,Angelo,Female,46,0,8,1,563,,,,
15616152,Zaitsev,Male,28,1,0,1,695,,,,
15616168,Cawker,Male,41,1,1,0,841,,,,
15616172,Froggatt,Male,36,1,2,1,626,,,,
15616213,Gorbunov,Female,29,1,6,1,613,,,,
15616221,Tai,Male,60,0,8,0,824,,,,
15616240,Rowe,Female,49,0,7,1,705,,,,
15616270,Mikkelsen,Female,44,1,5,1,584,,,,
15616280,Kovalyov,Male,62,0,2,0,534,,,,
15616330,Mbanefo,Female,34,1,1,1,672,,,,
15616365,Ts'ai,Male,43,1,5,1,603,,,,
15616367,Enderby,Male,43,1,3,1,633,,,,
15616380,Lombardi,Male,58,1,1,1,842,,,,
15616431,Hamilton,Female,27,1,3,1,661,,,,
15616451,Hsia,Male,74,1,2,0,601,,,,
15616454,Mao,Male,41,1,0,0,632,,,,
15616471,Ugochukwu,Male,29,1,8,0,684,,,,
15616525,West,Female,32,1,3,0,785,,,,
15616529,Hughes,Male,39,0,7,1,687,,,,
15616530,Chukwuemeka,Female,43,1,10,0,705,,,,
15616550,Lira,Male,43,0,6,1,639,,,,
15616555,Li,Male,46,0,5,1,729,,,,
15616630,Castiglione,Female,48,1,8,1,556,,,,
15616666,Paterson,Male,32,1,9,0,570,,,,
15616676,Blair,Male,74,1,9,0,841,,,,
15616700,Dellucci,Male,35,0,4,1,705,,,,
15616709,Udinesi,Male,32,0,3,1,553,,,,
15616745,Yuan,Female,40,1,2,1,779,,,,
15616811,Yuryeva,Male,28,1,4,1,696,,,,
15616833,Wilson,Female,37,0,4,0,728,,,,
15616859,Dean,Male,27,0,3,1,691,,,,
15616922,Ross,Male,30,1,3,1,706,,,,
15616929,Kent,Female,30,0,6,1,627,,,,
15616931,Vasiliev,Female,18,0,3,0,716,,,,
15616954,Golibe,Male,24,0,4,1,501,,,,
15617029,Chukwukere,Male,41,1,1,0,601,,,,
15617052,Fedorova,Female,39,0,6,0,545,,,,
15617065,Chien,Male,45,0,9,0,634,,,,
15617078,Rossi,Female,23,1,9,0,451,,,,
15617082,Samson,Female,59,0,7,1,655,,,,
15617134,Fenton,Female,39,0,9,1,458,,,,
15617136,Mackey,Male,33,1,4,1,520,,,,
15617166,Payton,Female,28,1,2,0,624,,,,
15617197,Cowger,Male,51,1,3,1,765,,,,
15617206,Banks,Female,37,0,5,1,667,,,,
15617252,Pugliesi,Male,41,0,8,1,665,,,,
15617301,Fantin,Male,34,1,4,1,709,,,,
15617304,Bentley,Female,44,1,8,1,583,,,,
15617320,Freeman,Male,34,1,6,0,782,,,,
15617331,Wong,Female,24,0,7,0,668,,,,
15617348,Onwuamaeze,Male,47,1,0,1,621,,,,
15617401,Shen,Female,64,1,6,1,579,,,,
15617419,Huang,Female,38,1,5,0,547,,,,
15617432,Yeh,Female,39,0,1,1,840,,,,
15617434,Shih,Female,27,0,3,1,667,,,,
15617454,Henderson,Male,34,1,5,0,723,,,,
15617476,Fang,Male,45,0,2,1,487,,,,
15617482,Dellucci,Female,31,0,9,0,668,,,,
15617486,Chou,Male,34,1,8,1,520,,,,
15617507,Conti,Male,37,0,2,0,549,,,,
15617518,Roberts,Female,35,0,5,1,567,,,,
15617538,Lo Duca,Female,45,1,1,1,720,,,,
15617603,Glover,Female,49,1,8,1,492,,,,
15617617,Johnstone,Female,37,0,1,0,712,,,,
15617648,Ashton,Male,26,1,4,0,689,,,,
15617655,Melton,Male,63,0,8,0,850,,,,
15617657,Marshall,Male,41,1,5,1,747,,,,
15617705,Kenenna,Male,38,0,9,0,469,,,,
15617790,Zakharov,Male,38,1,6,1,539,,,,
15617866,Chukwualuka,Male,32,0,9,1,743,,,,
15617877,Chu,Male,47,0,3,1,707,,,,
15617934,Capon,Female,50,1,4,1,581,,,,
15617982,Cattaneo,Male,38,0,6,1,737,,,,
15617991,Patrick,Female,38,0,6,1,445,,,,
15618018,Taylor,Female,29,1,3,0,703,,,,
15618155,Stephenson,Female,35,0,1,1,588,,,,
15618171,Yeh,Male,44,1,6,1,765,,,,
15618182,DeRose,Male,33,0,8,1,626,,,,
15618203,Vavilov,Male,37,1,9,1,545,,,,
15618213,Browne,Male,31,1,9,1,744,,,,
15618225,Collingridge de Tourcey,Female,31,0,2,1,658,,,,
15618239,Rowe,Male,28,1,8,1,629,,,,
15618243,Jibunoh,Female,42,0,4,1,719,,,,
15618245,Korovin,Female,36,1,5,1,686,,,,
15618255,Hammonds,Male,36,1,4,1,743,,,,
15618258,Ward,Female,48,1,2,1,626,,,,
15618314,Olisanugo,Male,44,0,1,1,661,,,,
15618363,Gallop,Male,45,1,9,1,710,,,,
15618391,Gartrell,Male,40,0,6,0,654,,,,
15618401,K'ung,Female,34,0,6,0,569,,,,
15618410,Oluchi,Male,63,1,2,1,640,,,,
15618437,Jamieson,Male,45,0,6,1,562,,,,
15618446,Barlow,Female,55,0,3,1,721,,,,
15618562,White,Male,32,1,9,1,456,,,,
15618566,Stewart,Male,39,1,7,1,811,,,,
15618581,Buccho,Male,24,1,1,1,534,,,,
15618647,Benson,Female,36,0,5,1,423,,,,
15618661,Thompson,Male,28,0,5,1,594,,,,
15618695,Todd,Female,32,1,0,1,725,,,,
15618703,Burgin,Female,52,0,7,1,716,,,,
15618750,Nnaife,Female,41,1,9,0,595,,,,
15618765,Okwudiliolisa,Female,33,0,1,0,679,,,,
15618774,Johnson,Male,39,0,9,1,667,,,,
15618816,Parkes,Female,37,0,5,1,661,,,,
15618926,Lo,Male,38,1,3,0,655,,,,
15618936,Martin,Male,55,1,4,1,555,,,,
15618950,Kapustina,Male,70,0,1,0,531,,,,
15619016,Page,Female,40,0,7,1,611,,,,
15619029,Amaechi,Female,38,1,9,1,600,,,,
15619045,Munro,Male,37,1,1,0,531,,,,
15619083,Panicucci,Female,43,0,2,1,601,,,,
15619087,Greathouse,Male,57,1,6,1,548,,,,
15619116,Ts'ui,Male,40,0,4,1,759,,,,
15619130,Napolitani,Female,49,1,8,0,678,,,,
15619238,Beers,Female,33,1,6,1,755,,,,
15619280,Tretyakova,Male,61,1,3,1,594,,,,
15619304,Lin,Male,42,0,5,0,768,,,,
15619340,Costa,Female,31,1,7,1,492,,,,
15619343,Ibezimako,Female,55,0,1,1,637,,,,
15619360,Marcelo,Female,42,1,3,0,646,,,,
15619407,Hay,Male,74,1,5,1,593,,,,
15619436,Moore,Male,41,1,5,0,596,,,,
15619465,Lumholtz,Female,48,1,10,1,722,,,,
15619494,Simpson,Male,25,0,7,1,642,,,,
15619514,Hill,Female,28,0,4,1,472,,,,
15619529,Mouzon,Male,35,0,6,0,738,,,,
15619537,Wu,Male,33,0,8,1,732,,,,
15619608,Pirozzi,Female,54,0,4,1,404,,,,
15619616,Ibeabuchi,Male,44,0,7,1,701,,,,
15619626,Garnsey,Male,31,1,2,0,683,,,,
15619653,Synnot,Female,27,0,7,1,460,,,,
15619674,Wildman,Male,29,0,5,1,690,,,,
15619699,Anenechukwu,Female,54,1,4,1,618,,,,
15619708,Tai,Male,30,1,2,0,671,,,,
15619801,Plant,Female,32,0,9,0,765,,,,
15619857,Azubuike,Female,25,0,2,1,651,,,,
15619889,Galkin,Male,32,0,7,0,704,,,,
15619892,Johnston,Female,45,1,6,0,544,,,,
15619898,Babbage,Female,40,1,9,1,790,,,,
15619932,Walker,Male,34,0,9,1,710,,,,
15619935,Rice,Male,37,1,8,0,743,,,,
15619953,Norton,Male,34,0,4,1,702,,,,
15619955,Bogolyubov,Female,45,1,6,1,704,,,,
15619972,Gibbons,Male,38,0,2,1,614,,,,
15620000,Chia,Female,43,1,6,1,609,,,,
15620030,Smith,Female,32,0,6,1,688,,,,
15620103,Hunter,Male,44,0,1,1,713,,,,
15620111,Ekechukwu,Male,57,0,9,1,736,,,,
15620123,Bellucci,Male,18,1,4,1,727,,,,
15620204,Ford,Female,38,0,1,1,850,,,,
15620268,Scott,Male,45,1,3,1,718,,,,
15620276,Gregson,Female,51,0,2,1,643,,,,
15620323,Moore,Male,41,0,8,1,653,,,,
15620341,Wallace,Male,18,1,7,1,674,,,,
15620344,Cook,Male,35,0,6,1,690,,,,
15620372,Speth,Male,38,1,9,1,819,,,,
15620398,Boag,Male,34,0,1,1,634,,,,
15620443,Grave,Male,33,0,4,1,633,,,,
15620505,Streeten,Male,49,1,5,0,850,,,,
15620507,Fox,Male,33,1,2,1,665,,,,
15620557,Artemyeva,Male,26,1,7,1,630,,,,
15620570,Giordano,Male,57,0,4,1,836,,,,
15620577,Perkins,Male,38,1,10,0,668,,,,
15620579,Walton,Male,57,0,7,1,753,,,,
15620735,Hay,Female,55,1,9,0,745,,,,
15620746,Gardner,Male,36,0,8,0,693,,,,
15620750,Milne,Male,65,0,10,0,606,,,,
15620751,She,Female,35,0,6,1,660,,,,
15620756,Hu,Male,42,0,5,1,608,,,,
15620758,Uwakwe,Female,44,1,3,1,744,,,,
15620832,Bird,Female,40,1,7,1,731,,,,
15620836,Anderson,Male,72,1,3,0,683,,,,
15620936,Bellew,Male,28,1,5,0,727,,,,
15620981,Cocci,Male,32,0,6,1,561,,,,
15620988,Krichauff,Female,34,0,2,1,700,,,,
15621004,Cameron,Male,35,1,6,1,605,,,,
15621021,Becker,Male,77,1,8,1,767,,,,
15621031,Ainsworth,Male,33,1,7,0,511,,,,
15621063,Biryukov,Male,40,1,9,1,667,,,,
15621064,Redding,Male,33,1,1,0,787,,,,
15621075,Wood,Female,56,0,2,1,705,,,,
15621083,Scott,Male,43,1,8,1,773,,,,
15621093,Gould,Male,40,1,4,0,554,,,,
15621116,Hao,Male,58,1,9,1,526,,,,
15621140,Power,Male,35,1,2,1,661,,,,
15621195,White,Female,46,1,0,1,698,,,,
15621205,Thorpe,Male,26,0,4,1,646,,,,
15621210,Tuan,Female,34,0,9,0,757,,,,
15621227,Inman,Male,35,1,2,1,699,,,,
15621244,Hanson,Female,24,1,4,0,667,,,,
15621267,MacDonald,Female,43,0,1,1,774,,,,
15621353,Parkes,Male,40,0,3,0,745,,,,
15621409,Stanley,Female,42,1,7,0,649,,,,
15621423,Fischer,Female,46,1,5,1,634,,,,
15621432,Chinweuba,Male,38,1,9,0,665,,,,
15621435,Henning,Male,38,1,9,1,713,,,,
15621440,Ogochukwu,Female,40,0,1,1,652,,,,
15621457,Narelle,Male,40,1,1,1,739,,,,
15621466,Bergman,Male,37,0,9,1,556,,,,
15621520,Sagese,Male,34,1,8,1,699,,,,
15621546,Anenechi,Female,32,1,8,1,708,,,,
15621550,Palerma,Male,35,1,2,1,480,,,,
15621611,Okwudilichukwu,Female,59,0,5,1,700,,,,
15621629,Harrison,Female,47,0,6,1,525,,,,
15621644,Jamieson,Male,33,0,8,1,845,,,,
15621653,Goodman,Male,37,1,9,1,613,,,,
15621685,Ko,Female,34,1,2,1,850,,,,
15621687,Norman,Female,58,0,9,0,798,,,,
15621768,Ugochukwutubelum,Male,47,1,2,1,773,,,,
15621815,Uvarova,Male,35,1,2,1,614,,,,
15621818,Chia,Male,48,0,8,1,473,,,,
15621834,Piazza,Male,29,0,6,1,762,,,,
15621870,Power,Male,37,1,8,1,701,,,,
15621893,P'eng,Male,35,0,4,1,600,,,,
15621974,Johnson,Male,28,1,9,1,850,,,,
15622003,Walker,Male,30,1,9,1,613,,,,
15622017,Innes,Male,31,0,3,1,509,,,,
15622033,Francis,Male,38,0,2,0,509,,,,
15622083,Chidozie,Male,34,1,1,1,609,,,,
15622117,Mackenzie,Female,33,0,1,0,456,,,,
15622171,Craigie,Female,46,0,2,1,728,,,,
15622182,Manfrin,Male,33,0,9,0,663,,,,
15622192,Onyekachi,Female,34,1,1,0,673,,,,
15622217,Pethard,Male,40,0,0,1,717,,,,
15622230,Nwabugwu,Female,37,0,8,0,741,,,,
15622289,DeRose,Female,41,1,4,1,498,,,,
15622305,Ch'eng,Female,26,1,4,0,850,,,,
15622321,Padovesi,Male,36,1,9,1,493,,,,
15622370,Obielumani,Female,47,0,5,1,686,,,,
15622442,Stephens,Male,35,0,2,1,666,,,,
15622443,Emery,Female,31,1,9,1,733,,,,
15622454,Dufresne,Female,34,1,6,0,631,,,,
15622461,Lee,Female,49,0,5,1,714,,,,
15622470,Hsing,Female,35,0,6,1,767,,,,
15622478,Longo,Male,43,1,2,1,711,,,,
15622494,Vial,Male,34,1,8,1,722,,,,
15622507,Chukwudi,Male,55,0,9,1,631,,,,
15622518,Grant,Male,38,1,3,0,701,,,,
15622527,Ma,Male,46,1,2,1,790,,,,
15622532,Sun,Male,58,1,6,1,633,,,,
15622578,Moss,Female,37,0,8,1,644,,,,
15622585,Booth,Male,44,0,5,1,757,,,,
15622631,Ross,Female,30,1,8,1,696,,,,
15622658,Ndukaku,Male,35,0,2,1,746,,,,
15622729,Pruneda,Male,36,0,8,1,649,,,,
15622750,Neumann,Male,38,0,0,0,565,,,,
15622774,Calabrese,Female,38,1,10,1,720,,,,
15622801,Yobachukwu,Female,56,0,6,1,648,,,,
15622833,Tung,Male,41,0,3,0,632,,,,
15622834,Marchesi,Female,30,0,2,1,622,,,,
15622897,Hess,Male,28,1,2,1,835,,,,
15622911,Pickering,Female,31,1,3,1,493,,,,
15622985,Mazzi,Female,33,0,6,0,785,,,,
15622993,Madukaego,Male,42,0,3,1,681,,,,
15623053,Trentino,Female,30,1,2,1,621,,,,
15623062,Paterson,Male,38,0,6,1,756,,,,
15623063,Marchesi,Female,66,1,6,1,515,,,,
15623072,Anayolisa,Female,58,1,10,1,625,,,,
15623082,Poole,Female,39,0,6,1,717,,,,
15623102,Zhou,Female,41,1,2,0,595,,,,
15623107,Bates,Female,37,0,1,0,539,,,,
15623143,Olejuru,Male,35,1,9,1,762,,,,
15623196,Bustard,Male,20,1,8,1,706,,,,
15623202,Wade,Female,25,0,8,1,677,,,,
15623210,Tan,Female,33,1,7,0,733,,,,
15623219,Ngozichukwuka,Female,41,1,7,1,684,,,,
15623220,Calabrese,Male,36,1,6,0,679,,,,
15623277,Lane,Male,43,1,1,1,478,,,,
15623314,Forbes,Male,33,1,2,1,696,,,,
15623346,Davy,Female,35,1,4,1,686,,,,
15623357,Ma,Female,36,1,5,0,466,,,,
15623369,Barrera,Female,41,0,4,1,686,,,,
15623430,Alexander,Male,55,1,9,1,576,,,,
15623450,Ngozichukwuka,Female,61,1,1,1,763,,,,
15623471,Murray,Male,43,0,2,1,572,,,,
15623478,Hall,Female,49,0,2,0,757,,,,
15623489,Padovesi,Female,29,1,0,1,582,,,,
15623499,Lysaght,Female,35,0,5,1,623,,,,
15623502,Kelechi,Female,37,0,4,1,617,,,,
15623521,Nebechi,Male,39,0,4,1,425,,,,
15623525,Hanson,Female,56,0,9,1,659,,,,
15623536,Kao,Female,33,1,4,0,605,,,,
15623560,Tu,Female,38,0,8,0,538,,,,
15623566,Palerma,Male,25,0,5,1,665,,,,
15623595,Fallaci,Female,57,1,4,1,491,,,,
15623630,Shen,Female,27,1,7,0,726,,,,
15623644,Ts'ui,Female,65,0,9,1,580,,,,
15623647,Chikezie,Female,48,1,6,1,550,,,,
15623649,He,Female,59,0,2,1,542,,,,
15623668,Dreyer,Female,43,0,6,1,732,,,,
15623695,Short,Female,33,1,5,0,473,,,,
15623712,Hunt,Male,34,0,9,1,745,,,,
15623730,Ricci,Male,36,1,7,1,732,,,,
15623744,Teng,Female,40,0,5,0,848,,,,
15623791,Ijendu,Male,37,0,1,0,572,,,,
15623828,Kibby,Male,45,1,9,1,702,,,,
15623858,Obiuto,Male,39,0,7,1,664,,,,
15623927,Ramos,Male,50,1,3,1,630,,,,
15623944,Calabrese,Male,44,0,5,0,618,,,,
15623966,Vasin,Male,26,0,4,1,556,,,,
15623972,Munro,Female,30,1,7,1,619,,,,
15623989,Keeley,Male,48,1,8,0,644,,,,
15624013,Archer,Male,50,0,2,1,658,,,,
15624068,Murray,Male,27,0,8,1,598,,,,
15624072,Chidiegwu,Male,27,1,2,1,677,,,,
15624170,Tang,Female,45,0,0,1,689,,,,
15624180,Farrar,Male,33,0,9,1,591,,,,
15624186,Shaw,Male,40,1,7,0,699,,,,
15624188,Napolitani,Male,47,1,9,0,749,,,,
15624229,Greenhalgh,Female,40,1,9,1,709,,,,
15624293,Martin,Male,61,1,2,1,607,,,,
15624323,Hu,Female,25,1,2,1,650,,,,
15624343,Y?an,Female,45,0,10,1,651,,,,
15624347,Odili,Female,61,1,8,1,676,,,,
15624374,H?,Female,49,1,4,0,723,,,,
15624388,Chiemela,Male,45,1,0,0,714,,,,
15624391,Yuan,Female,35,1,7,1,759,,,,
15624397,Clements,Male,29,0,0,1,582,,,,
15624423,Kolesnikov,Female,34,0,2,1,697,,,,
15624424,Rutherford,Male,57,1,6,0,610,,,,
15624428,Hsiung,Female,33,0,4,1,488,,,,
15624437,Angelo,Male,46,1,9,1,599,,,,
15624451,Mendes,Male,32,1,6,1,781,,,,
15624471,McGregor,Male,19,0,9,0,645,,,,
15624510,Bronner,Female,55,0,5,0,545,,,,
15624519,Mironova,Female,40,0,9,1,597,,,,
15624528,Ku,Female,28,0,3,1,561,,,,
15624592,Evans,Female,37,0,6,1,662,,,,
15624595,Henderson,Female,50,1,5,1,649,,,,
15624596,Smith,Female,36,1,2,1,630,,,,
15624611,Russell,Male,33,1,2,1,672,,,,
15624623,Sun,Female,37,1,9,1,636,,,,
15624633,McDonald,Female,38,1,5,1,593,,,,
15624641,Wong,Male,45,1,6,1,545,,,,
15624667,Niu,Female,41,0,1,1,567,,,,
15624677,Fanucci,Male,51,0,6,1,583,,,,
15624695,Zetticci,Female,29,1,2,1,681,,,,
15624703,Hsia,Male,29,0,10,1,762,,,,
15624715,McIntosh,Male,35,0,7,0,648,,,,
15624729,Kozlova,Male,30,1,5,1,644,,,,
15624744,Meany,Male,29,1,2,1,706,,,,
15624755,Thompson,Male,35,0,3,1,850,,,,
15624775,Le Gallienne,Female,39,1,5,1,484,,,,
15624781,Cheng,Male,28,0,0,1,508,,,,
15624793,P'eng,Female,29,0,6,1,439,,,,
15624820,Lloyd,Male,36,0,8,1,484,,,,
15624850,Wheeler,Female,37,0,1,0,803,,,,
15624866,Christie,Female,48,1,6,1,724,,,,
15624892,He,Male,33,0,7,1,640,,,,
15624936,King,Female,35,0,9,0,701,,,,
15624975,Favors,Male,37,1,3,1,537,,,,
15624993,Vida,Male,26,0,5,0,651,,,,
15624995,Thomas,Male,41,0,0,0,523,,,,
15625021,Wayn,Female,25,0,7,1,717,,,,
15625023,Tan,Male,44,0,5,1,593,,,,
15625035,Gibson,Male,38,1,5,1,706,,,,
15625047,Y?,Female,49,0,4,1,714,,,,
15625080,Calabresi,Male,38,0,9,1,794,,,,
15625092,Enyinnaya,Male,46,0,4,0,518,,,,
15625126,Ritchie,Male,55,0,7,1,589,,,,
15625141,Chia,Male,45,0,3,0,824,,,,
15625151,Wang,Female,42,0,5,1,719,,,,
15625175,Lorenzo,Female,58,0,3,1,617,,,,
15625247,Pai,Male,35,0,7,1,651,,,,
15625311,Nuttall,Female,45,1,2,1,637,,,,
15625395,Osborne,Female,26,0,7,1,554,,,,
15625426,Ferri,Male,35,0,2,1,731,,,,
15625445,Hamilton,Female,42,1,1,1,569,,,,
15625461,McEwan,Female,37,0,4,1,625,,,,
15625494,Lai,Female,38,0,4,1,592,,,,
15625501,Hs?,Male,43,1,1,0,669,,,,
15625522,Thompson,Male,32,1,3,1,663,,,,
15625524,Boyd,Female,41,0,5,1,518,,,,
15625545,Trevisani,Female,43,1,5,1,686,,,,
15625584,Lucciano,Male,45,1,4,1,709,,,,
15625586,Holman,Female,33,1,9,0,571,,,,
15625592,Bazhenov,Female,31,0,2,0,707,,,,
15625623,Douglas,Male,32,0,5,0,701,,,,
15625632,Hill,Male,34,0,9,1,672,,,,
15625641,Lo,Male,39,0,9,1,620,,,,
15625675,Forbes,Male,48,1,10,1,557,,,,
15625698,Lin,Female,54,0,7,1,648,,,,
15625706,Sinclair,Female,35,0,2,1,479,,,,
15625713,Kemp,Female,22,1,9,1,730,,,,
15625716,Ebelegbulam,Female,43,0,1,1,737,,,,
15625740,Woods,Male,31,0,3,1,616,,,,
15625759,Genovese,Male,29,0,4,1,639,,,,
15625761,Tseng,Female,39,1,6,1,815,,,,
15625819,Chiang,Male,31,1,9,1,786,,,,
15625824,Williams,Male,50,1,9,0,549,,,,
15625881,Wilson,Female,38,1,4,1,622,,,,
15625904,Wang,Male,26,0,9,0,624,,,,
15625905,Moore,Male,34,0,4,1,841,,,,
15625916,Iadanza,Female,41,0,7,0,614,,,,
15625929,Wallace,Male,30,1,1,1,676,,,,
15625941,Clark,Male,42,0,9,0,697,,,,
15625942,Y?,Female,40,0,10,1,732,,,,
15625944,Yermakov,Male,27,0,4,0,623,,,,
15625964,Wei,Male,46,0,4,1,541,,,,
15626008,Chukwunonso,Female,39,1,4,0,773,,,,
15626012,McIntyre,Male,34,0,4,1,762,,,,
15626040,Ts'ai,Female,35,0,1,1,655,,,,
15626042,Chung,Male,32,0,7,1,602,,,,
15626044,Tsou,Male,31,0,3,1,850,,,,
15626114,Aitken,Male,51,1,4,1,649,,,,
15626135,Dawson,Male,28,0,4,1,850,,,,
15626141,Ward,Male,43,1,9,1,543,,,,
15626143,Pai,Male,52,0,8,0,672,,,,
15626144,Ifeanyichukwu,Female,27,1,3,0,600,,,,
15626147,Briggs,Female,34,0,10,1,671,,,,
15626156,Morrison,Female,42,1,8,1,706,,,,
15626212,Wall,Male,51,0,7,1,541,,,,
15626233,Nebechukwu,Male,34,1,4,1,711,,,,
15626243,Yao,Male,30,1,3,0,630,,,,
15626322,Liao,Male,31,0,3,1,531,,,,
15626383,Ch'ang,Female,26,1,4,0,641,,,,
15626385,Burke,Male,37,0,8,0,631,,,,
15626412,Kay,Male,35,0,9,1,685,,,,
15626414,McIntyre,Male,32,1,8,1,702,,,,
15626452,Chidiegwu,Female,43,0,0,1,708,,,,
15626457,Musgrove,Male,55,1,7,1,653,,,,
15626474,Boulger,Male,37,0,2,0,654,,,,
15626475,Gow,Female,33,0,1,1,596,,,,
15626485,Amaechi,Female,31,1,9,1,549,,,,
15626491,Robe,Male,38,0,2,1,754,,,,
15626507,Bibi,Female,25,1,8,1,815,,,,
15626578,Niu,Female,52,0,9,1,556,,,,
15626608,Palerma,Male,32,1,6,1,706,,,,
15626612,Cocci,Male,46,0,9,1,850,,,,
15626628,Artemieva,Female,33,1,8,1,732,,,,
15626679,Arcuri,Male,40,1,6,1,614,,,,
15626684,Owen,Female,57,1,0,0,580,,,,
15626710,Franklin,Female,46,0,7,1,593,,,,
15626742,Lorenzo,Female,25,1,2,1,653,,,,
15626787,Muriel,Female,29,1,4,1,746,,,,
15626795,MacDevitt,Female,29,0,10,1,662,,,,
15626806,Chijindum,Male,31,1,2,1,573,,,,
15626882,Gibson,Female,39,1,4,1,684,,,,
15626898,Whitehead,Female,41,0,3,1,793,,,,
15626900,Johnstone,Female,49,1,5,1,798,,,,
15626948,Endrizzi,Male,40,0,2,1,524,,,,
15626983,Burke,Male,31,1,8,1,816,,,,
15626985,Johnson,Female,41,1,4,0,742,,,,
15627000,Yeh,Male,22,1,4,1,540,,,,
15627002,Marshall,Male,39,0,3,1,537,,,,
15627027,Kao,Female,74,1,6,1,759,,,,
15627042,Browne,Female,52,0,2,1,774,,,,
15627162,Taylor,Male,42,0,8,1,608,,,,
15627185,Gibbons,Male,37,0,4,0,704,,,,
15627190,Nott,Male,41,0,8,0,581,,,,
15627195,Lei,Female,61,1,1,1,628,,,,
15627203,Alexeeva,Female,42,0,6,1,566,,,,
15627212,Sheets,Male,59,1,7,0,701,,,,
15627220,Tokaryev,Male,29,1,10,1,735,,,,
